bill_id,date,hour,outlet,item_name,quantity,price,payment_mode
B17105,02-03-2026,15,Karol Bagh,MASALA CHAI,2,30,UPI
B29635,16-06-2026,17,Connaught Place,Masala Chai,1,30,Card
B15251,14-02-2026,22,Noida Sec 18,Adrak Chai,1,35,
B17533,06-03-2026,16,Connaught Place,Masala Chai,2,30,UPI
B22438,16-04-2026,22,Karol Bagh,Iced Tea,1,80,UPI
B11604,14-01-2026,10,Noida Sec 18,Samosa,1,25,Cash
B27723,30-05-2026,12,Connaught Place,Bun Maska,1,40,Cash
B18924,17-03-2026,12,Noida Sec 18,Masala Chai,2,30,Cash
B25903,15-05-2026,9,Connaught Place,Paneer Sandwich,2,80,Card
B11931,17-01-2026,15,Karol Bagh,Poha,1,50,UPI
B11428,13-01-2026,8,Karol Bagh,Elaichi Chai,1,40,Cash
B24977,07-05-2026,15,Connaught Place,Cold Coffee,1,90,Card
B13534,31-01-2026,19,Connaught Place,Vada Pav,1,35,Cash
B15486,16-02-2026,14,Noida Sec 18,Adrak Chai,1,35,Cash
B18655,15-03-2026,22,Karol Bagh,Adrak Chai,1,35,Cash
B15302,15-02-2026,20,Connaught Place,Adrak Chai,1,35,UPI
B22762,19-04-2026,17,Connaught Place,Elaichi Chai,1,40,UPI
B29747,16-06-2026,17,Noida Sec 18,Filter Coffee,1,60,UPI
B24878,06-05-2026,12,Karol Bagh,Poha,1,50,UPI
B27565,29-05-2026,14,Connaught Place,Filter Coffee,1,60,Card
B10040,01-01-2026,15,Karol Bagh,Maggi,1,60,UPI
B14743,10-02-2026,8,Connaught Place,Elaichi Chai,1,40,UPI
B26828,22-05-2026,12,Noida Sec 18,Elaichi Chai,1,40,UPI
B10239,03-01-2026,16,Connaught Place,Cold Coffee,1,90,Cash
B16782,27-02-2026,11,Noida Sec 18,Poha,1,50,Cash
B29959,18-06-2026,9,Karol Bagh,Fresh Lime Soda,2,60,UPI
B13477,30-01-2026,8,Karol Bagh,Cold Coffee,1,90,UPI
B27829,31-05-2026,22,Connaught Place,Fresh Lime Soda,1,60,Cash
B11393,13-01-2026,11,Connaught Place,Kulhad Chai,1,50,UPI
B21602,09-04-2026,18,Connaught Place,Fresh Lime Soda,1,60,UPI
B21570,09-04-2026,11,Connaught Place,Elaichi Chai,1,40,UPI
B12536,22-01-2026,9,Noida Sec 18,Poha,1,50,
B19415,21-03-2026,21,Noida Sec 18,Masala Chai,1,30,UPI
B17777,08-03-2026,19,Connaught Place,Masala Chai,1,30,UPI
B15722,18-02-2026,8,Noida Sec 18,Vada Pav,1,35,Cash
B26282,18-05-2026,16,Connaught Place,Masala Chai,2,30,UPI
B23840,28-04-2026,12,Connaught Place,Samosa,1,25,Cash
B25377,10-05-2026,19,Karol Bagh,Cold Coffee,1,90,Cash
B24663,04-05-2026,15,Noida Sec 18,Kulhad Chai,1,50,Card
B13585,31-01-2026,17,Karol Bagh,Bun Maska,1,40,Card
B16597,26-02-2026,14,Connaught Place,Poha,1,50,UPI
B16701,27-02-2026,13,Connaught Place,Aloo Patty,1,30,Cash
B17752,08-03-2026,12,Connaught Place,Masala Chai,1,30,Card
B16968,01-03-2026,21,Connaught Place,Kulhad Chai,2,50,Cash
B16220,22-02-2026,19,Noida Sec 18,Adrak Chai,1,35,UPI
B15617,18-02-2026,8,Connaught Place,Poha,1,50,Card
B15196,14-02-2026,18,Connaught Place,Vada Pav,1,35,UPI
B17328,04-03-2026,19,Karol Bagh,Masala Chai,1,30,UPI
B12736,24-01-2026,20,Connaught Place,Filter Coffee,1,60,Cash
B16184,22-02-2026,15,Karol Bagh,Adrak Chai,2,35,Card
B15299,15-02-2026,21,Connaught Place,Filter Coffee,1,60,UPI
B21098,05-04-2026,17,Connaught Place,Aloo Patty,1,30,UPI
B28228,03-06-2026,9,Noida Sec 18,Bun Maska,-1,40,UPI
B11766,16-01-2026,15,Connaught Place,Vada Pav,1,35,UPI
B20995,04-04-2026,17,Connaught Place,Cold Coffee,1,90,Cash
B23860,28-04-2026,11,Connaught Place,Vada Pav,1,35,Cash
B18689,15-03-2026,17,Noida Sec 18,Adrak Chai,2,35,Cash
B11242,12-01-2026,8,Connaught Place,Samosa,1,25,Cash
B15345,15-02-2026,15,Karol Bagh,Masala Chai,2,30,UPI
B25868,14-05-2026,14,Karol Bagh,Green Tea,1,40,UPI
B30656,24-06-2026,16,Noida Sec 18,Vada Pav,1,35,Cash
B30194,20-06-2026,17,Karol Bagh,Fresh Lime Soda,1,60,Cash
B28764,08-06-2026,9,Karol Bagh,Bun Maska,1,40,UPI
B17152,03-03-2026,16,Connaught Place,Maggi,2,60,UPI
B16756,27-02-2026,9,Karol Bagh,Filter Coffee,1,60,UPI
B11588,14-01-2026,10,Noida Sec 18,Poha,1,50,UPI
B26339,18-05-2026,9,Noida Sec 18,ADRAK CHAI,1,35,UPI
B18771,16-03-2026,10,Karol Bagh,Poha,1,50,Cash
B10593,06-01-2026,9,Connaught Place,Paneer Sandwich,1,80,UPI
B31239,29-06-2026,16,Noida Sec 18,Aloo Patty,1,30,Card
B11412,13-01-2026,14,Connaught Place,Adrak Chai,1,35,UPI
B16594,26-02-2026,20,Connaught Place,Vada Pav,2,35,UPI
B11463,13-01-2026,13,Noida Sec 18,Iced Tea,1,80,Cash
B25946,15-05-2026,19,Connaught Place,Bun Maska,1,40,Card
B17074,02-03-2026,10,Connaught Place,Paneer Sandwich,1,80,UPI
B25698,13-05-2026,9,Connaught Place,Samosa,2,25,UPI
B13507,30-01-2026,9,Noida Sec 18,Filter Coffee,1,60,Cash
B25170,08-05-2026,10,Noida Sec 18,Masala Chai,2,30,UPI
B24328,02-05-2026,22,Connaught Place,Adrak Chai,1,35,Card
B19965,26-03-2026,18,Karol Bagh,Masala Chai,1,30,UPI
B21582,09-04-2026,10,Connaught Place,Iced Tea,1,80,UPI
B14039,04-02-2026,19,Connaught Place,Masala Chai,2,30,UPI
B13114,27-01-2026,10,Connaught Place,Masala Chai,2,30,Cash
B16753,27-02-2026,12,Karol Bagh,Vada Pav,1,35,Cash
B18168,11-03-2026,8,Karol Bagh,Vada Pav,1,35,UPI
B14730,10-02-2026,10,Connaught Place,Vada Pav,1,35,Cash
B10664,06-01-2026,11,Karol Bagh,Adrak Chai,1,35,UPI
B23491,25-04-2026,11,Connaught Place,Masala Chai,1,30,Cash
B30676,25-06-2026,8,Connaught Place,Samosa,1,25,UPI
B22817,19-04-2026,16,Karol Bagh,Elaichi Chai,1,40,Cash
B28201,03-06-2026,14,Karol Bagh,Fresh Lime Soda,1,60,UPI
B23247,23-04-2026,13,Connaught Place,Filter Coffee,2,60,UPI
B19052,18-03-2026,8,Noida Sec 18,Masala Chai,1,30,UPI
B31227,29-06-2026,20,Karol Bagh,Masala Chai,1,30,UPI
B30902,27-06-2026,19,Connaught Place,Iced Tea,1,80,Card
B19933,26-03-2026,11,Connaught Place,Vada Pav,1,35,UPI
B16654,26-02-2026,9,Karol Bagh,Maggi,1,60,Cash
B14352,06-02-2026,8,Noida Sec 18,Masala Chai,1,30,UPI
B23298,23-04-2026,15,Karol Bagh,Elaichi Chai,1,40,UPI
B23927,28-04-2026,10,Noida Sec 18,Masala Chai,2,30,Cash
B20868,03-04-2026,16,Connaught Place,Masala Chai,1,30,UPI
B30997,27-06-2026,17,Karol Bagh,Kulhad Chai,1,50,Card
B28824,08-06-2026,8,Noida Sec 18,Vada Pav,2,35,UPI
B26609,20-05-2026,8,Noida Sec 18,Cold Coffee,2,90,UPI
B20474,30-03-2026,15,Karol Bagh,Samosa,-1,25,Cash
B12591,23-01-2026,8,Connaught Place,Elaichi Chai,1,40,Cash
B27743,30-05-2026,19,Karol Bagh,Filter Coffee,1,60,UPI
B21872,11-04-2026,17,Karol Bagh,Samosa,1,25,UPI
B17899,09-03-2026,8,Connaught Place,Filter Coffee,2,60,UPI
B13939,03-02-2026,9,Connaught Place,Cold Coffee,2,90,UPI
B29285,12-06-2026,13,Noida Sec 18,Iced Tea,1,80,Cash
B22636,18-04-2026,18,Connaught Place,Green Tea,1,40,UPI
B17289,04-03-2026,8,Connaught Place,Elaichi Chai,1,40,Cash
B16429,24-02-2026,14,Noida Sec 18,Green Tea,2,40,UPI
B10657,06-01-2026,19,Karol Bagh,Vada Pav,1,35,UPI
B16110,22-02-2026,16,Connaught Place,Masala Chai,1,30,UPI
B20133,27-03-2026,8,Noida Sec 18,Filter Coffee,1,60,Card
B31184,29-06-2026,18,Connaught Place,Masala Chai,-1,30,Cash
B19536,22-03-2026,16,Noida Sec 18,Masala Chai,1,30,Cash
B28171,03-06-2026,14,Connaught Place,Masala Chai,2,30,Cash
B17549,06-03-2026,13,Karol Bagh,Adrak Chai,1,35,UPI
B30466,23-06-2026,16,Connaught Place,ELAICHI CHAI,2,40,Cash
B21487,08-04-2026,9,Connaught Place,Adrak Chai,1,35,Card
B23711,27-04-2026,9,Connaught Place,Aloo Patty,1,30,UPI
B11910,17-01-2026,18,Karol Bagh,Masala Chai,1,30,Card
B10261,03-01-2026,19,Connaught Place,Poha,1,50,UPI
B12262,20-01-2026,16,Karol Bagh,Adrak Chai,1,35,UPI
B18241,12-03-2026,19,Connaught Place,Cold Coffee,2,90,UPI
B27588,29-05-2026,10,Connaught Place,Iced Tea,2,80,UPI
B26980,23-05-2026,15,Noida Sec 18,Kulhad Chai,1,50,UPI
B29388,13-06-2026,14,Noida Sec 18,Bun Maska,2,40,Card
B13700,01-02-2026,17,Connaught Place,Maggi,2,60,Cash
B25010,07-05-2026,8,Karol Bagh,Adrak Chai,2,35,UPI
B11366,13-01-2026,15,Connaught Place,VADA PAV,1,35,Cash
B28175,03-06-2026,10,Karol Bagh,fresh lime soda,1,60,Cash
B16077,21-02-2026,16,Karol Bagh,Filter Coffee,2,60,Cash
B23139,22-04-2026,15,Connaught Place,Elaichi Chai,1,40,Cash
B30821,26-06-2026,10,Connaught Place,Adrak Chai,1,35,UPI
B14907,11-02-2026,10,Noida Sec 18,Poha,1,50,UPI
B12782,24-01-2026,22,Karol Bagh,Paneer Sandwich,2,80,UPI
B20541,31-03-2026,18,Connaught Place,Maggi,1,60,UPI
B14281,06-02-2026,12,Connaught Place,Elaichi Chai,1,40,Cash
B28596,06-06-2026,22,Noida Sec 18,Paneer Sandwich,1,80,UPI
B10065,01-01-2026,15,Karol Bagh,Elaichi Chai,1,40,UPI
B15161,14-02-2026,17,Connaught Place,Masala Chai,1,30,Cash
B27942,01-06-2026,13,Connaught Place,Fresh Lime Soda,1,60,UPI
B27343,26-05-2026,9,Noida Sec 18,Elaichi Chai,1,40,UPI
B14284,06-02-2026,18,Karol Bagh,Maggi,1,60,UPI
B29523,15-06-2026,8,Connaught Place,Masala Chai,1,30,UPI
B18056,10-03-2026,17,Karol Bagh,Samosa,1,25,Cash
B18142,11-03-2026,8,Karol Bagh,Elaichi Chai,2,40,Cash
B29063,10-06-2026,11,Noida Sec 18,Vada Pav,1,35,Cash
B13192,28-01-2026,8,Connaught Place,Masala Chai,1,30,UPI
B20808,02-04-2026,11,Karol Bagh,Samosa,1,25,Cash
B17077,02-03-2026,20,Connaught Place,Maggi,1,60,UPI
B19488,22-03-2026,17,Karol Bagh,Elaichi Chai,1,40,UPI
B18219,12-03-2026,8,Connaught Place,Vada Pav,1,35,UPI
B20593,31-03-2026,8,Noida Sec 18,Bun Maska,1,40,Cash
B23538,25-04-2026,22,Karol Bagh, Elaichi Chai,1,40,UPI
B26361,18-05-2026,14,Noida Sec 18,Filter Coffee,2,60,UPI
B22874,20-04-2026,9,Connaught Place,Elaichi Chai,2,40,UPI
B15726,18-02-2026,12,Noida Sec 18,Maggi,1,60,UPI
B30491,23-06-2026,10,Connaught Place,Adrak Chai,1,35,UPI
B25695,13-05-2026,8,Connaught Place,Samosa,1,25,UPI
B17512,06-03-2026,18,Connaught Place,Poha,1,50,UPI
B27290,26-05-2026,8,Karol Bagh,Iced Tea,1,80,Cash
B30159,20-06-2026,17,Karol Bagh,Poha,1,50,UPI
B23725,27-04-2026,18,Connaught Place,Samosa,2,25,UPI
B12853,25-01-2026,20,Connaught Place,Kulhad Chai,-1,50,UPI
B29358,13-06-2026,21,Karol Bagh,Poha,1,50,UPI
B16423,24-02-2026,22,Noida Sec 18,Cold Coffee,2,90,
B19114,19-03-2026,13,Connaught Place,Elaichi Chai,-1,40,UPI
B28447,05-06-2026,11,Noida Sec 18,Maggi,1,60,UPI
B24524,03-05-2026,17,Karol Bagh,Fresh Lime Soda,1,60,Cash
B10449,04-01-2026,19,Noida Sec 18,Vada Pav,1,35,UPI
B21266,06-04-2026,13,Karol Bagh,Cold Coffee,1,90,Cash
B17487,05-03-2026,10,Noida Sec 18,Vada Pav,1,35,Cash
B12320,21-01-2026,12,Connaught Place,Adrak Chai,1,35,UPI
B10175,02-01-2026,14,Karol Bagh,Fresh Lime Soda,1,60,Card
B25704,13-05-2026,18,Connaught Place,Masala Chai,1,30,UPI
B26588,20-05-2026,22,Noida Sec 18,Iced Tea,2,80,UPI
B15784,19-02-2026,9,Connaught Place,Green Tea,1,40,UPI
B29093,11-06-2026,8,Connaught Place,Green Tea,1,40,UPI
B20465,30-03-2026,8,Karol Bagh,Masala Chai,2,30,UPI
B25372,10-05-2026,20,Karol Bagh,Elaichi Chai,1,40,UPI
B31286,30-06-2026,22,Connaught Place,Cold Coffee,1,90,UPI
B24415,02-05-2026,15,Noida Sec 18,Adrak Chai,1,35,UPI
B18259,12-03-2026,8,Karol Bagh,Iced Tea,2,80,UPI
B10922,09-01-2026,15,Connaught Place,Elaichi Chai,1,40,UPI
B14954,12-02-2026,14,Connaught Place,Cold Coffee,1,90,Cash
B20257,28-03-2026,20,Noida Sec 18,Samosa,1,25,UPI
B16299,23-02-2026,19,Karol Bagh,Green Tea,1,40,Cash
B31268,29-06-2026,17,Noida Sec 18,Masala Chai,1,30,Cash
B29565,15-06-2026,12,Karol Bagh,Adrak Chai,2,35,UPI
B17273,03-03-2026,8,Noida Sec 18,Adrak Chai,2,35,Card
B24804,06-05-2026,10,Connaught Place,Filter Coffee,1,60,Card
B22466,16-04-2026,10,Noida Sec 18,Adrak Chai,1,35,Cash
B20960,04-04-2026,15,Connaught Place,Poha,1,50,Card
B25000,07-05-2026,19,Karol Bagh,Iced Tea,1,80,UPI
B27683,30-05-2026,19,Connaught Place,adrak chai,1,35,UPI
B29429,14-06-2026,14,Connaught Place,Aloo Patty,1,30,Card
B11785,16-01-2026,8,Karol Bagh,Maggi,1,60,UPI
B13437,30-01-2026,8,Connaught Place,Adrak Chai,2,35,UPI
B22445,16-04-2026,14,Karol Bagh,Cold Coffee,1,90,Cash
B14622,09-02-2026,10,Connaught Place,Elaichi Chai,1,40,UPI
B15494,16-02-2026,15,Noida Sec 18,Masala Chai,2,30,Cash
B23368,24-04-2026,15,Connaught Place,Maggi,1,60,UPI
B29036,10-06-2026,19,Karol Bagh,Green Tea,2,40,UPI
B26748,22-05-2026,16,Connaught Place,Kulhad Chai,1,50,UPI
B11992,18-01-2026,18,Connaught Place,green tea,1,40,UPI
B18016,10-03-2026,8,Connaught Place,Poha,1,50,Card
B15774,19-02-2026,13,Connaught Place,Adrak Chai,2,35,Card
B30389,22-06-2026,14,Karol Bagh,Masala Chai,1,30,Cash
B25803,14-05-2026,20,Connaught Place,Cold Coffee,2,90,Card
B14018,04-02-2026,11,Connaught Place,Aloo Patty,2,30,UPI
B13824,02-02-2026,10,Karol Bagh,Bun Maska,1,40,UPI
B26540,20-05-2026,11,Connaught Place,Iced Tea,2,80,UPI
B28574,06-06-2026,22,Karol Bagh,Samosa,1,25,UPI
B11379,13-01-2026,9,Connaught Place,Iced Tea,2,80,UPI
B30575,24-06-2026,8,Connaught Place,Samosa,1,25,Cash
B31134,28-06-2026,16,Noida Sec 18,Samosa,1,25,UPI
B14865,11-02-2026,8,Karol Bagh,Cold Coffee,2,90,UPI
B22076,13-04-2026,19,Karol Bagh,Adrak Chai,1,35,Cash
B16826,28-02-2026,15,Connaught Place,Maggi,1,60,
B27651,29-05-2026,14,Karol Bagh,Cold Coffee,2,90,UPI
B11597,14-01-2026,8,Noida Sec 18,Aloo Patty,1,30,UPI
B12586,23-01-2026,10,Connaught Place,Iced Tea,1,80,UPI
B28737,08-06-2026,14,Connaught Place,Maggi,1,60,Cash
B17502,06-03-2026,9,Connaught Place,Elaichi Chai,1,40,Cash
B30822,26-06-2026,12,Connaught Place,Bun Maska,1,40,UPI
B12528,22-01-2026,10,Noida Sec 18,Samosa,1,25,UPI
B23692,26-04-2026,15,Noida Sec 18,Cold Coffee,1,90,UPI
B11759,16-01-2026,13,Connaught Place,Filter Coffee,1,60,UPI
B28950,10-06-2026,9,Connaught Place,Vada Pav,1,35,Cash
B30004,19-06-2026,12,Connaught Place,Masala Chai,2,30,UPI
B21609,09-04-2026,11,Connaught Place,Poha,1,50,UPI
B19128,19-03-2026,9,Karol Bagh,Bun Maska,1,40,Cash
B19583,23-03-2026,9,Connaught Place,Samosa,1,25,UPI
B31058,28-06-2026,18,Connaught Place,Bun Maska,1,40,Card
B11372,13-01-2026,11,Connaught Place,Elaichi Chai,2,40,UPI
B19681,24-03-2026,8,Connaught Place,Elaichi Chai,2,40,Cash
B15084,13-02-2026,19,Karol Bagh,Elaichi Chai,2,40,
B14443,07-02-2026,19,Karol Bagh,Filter Coffee,1,60,UPI
B11668,15-01-2026,19,Karol Bagh,Cold Coffee,2,90,Cash
B30705,25-06-2026,15,Connaught Place,Masala Chai,1,30,Cash
B12821,24-01-2026,18,Noida Sec 18,Kulhad Chai,1,50,UPI
B11650,15-01-2026,13,Karol Bagh,Samosa,1,25,Cash
B10997,09-01-2026,14,Noida Sec 18,Adrak Chai,1,35,UPI
B19178,19-03-2026,9,Noida Sec 18,Elaichi Chai,1,40,Card
B19478,22-03-2026,20,Karol Bagh,Fresh Lime Soda,1,60,Cash
B12363,21-01-2026,8,Karol Bagh,Kulhad Chai,2,50,Cash
B12648,23-01-2026,20,Noida Sec 18,Adrak Chai,1,35,Card
B13041,26-01-2026,9,Karol Bagh,Adrak Chai,1,35,UPI
B21075,04-04-2026,17,Noida Sec 18,Adrak Chai,1,35,UPI
B12241,20-01-2026,10,Connaught Place,Masala Chai,1,30,UPI
B25007,07-05-2026,8,Karol Bagh,Masala Chai,1,30,UPI
B15028,13-02-2026,14,Connaught Place,Samosa,1,25,UPI
B21091,05-04-2026,17,Connaught Place,Maggi,1,60,UPI
B30389,22-06-2026,14,Karol Bagh,Samosa,1,25,UPI
B29592,15-06-2026,11,Noida Sec 18,Filter Coffee,2,60,Cash
B12189,19-01-2026,9,Noida Sec 18,Vada Pav,1,35,Cash
B31239,29-06-2026,16,Noida Sec 18,Samosa,1,25,UPI
B23602,26-04-2026,14,Connaught Place,Iced Tea,2,80,Cash
B23262,23-04-2026,14,Connaught Place,Adrak Chai,1,35,UPI
B28991,10-06-2026,14,Karol Bagh,Masala Chai,1,30,Cash
B12294,20-01-2026,8,Noida Sec 18,Masala Chai,1,30,Cash
B21797,11-04-2026,17,Connaught Place,Kulhad Chai,2,50,UPI
B17308,04-03-2026,8,Connaught Place,Iced Tea,1,80,UPI
B26757,22-05-2026,11,Connaught Place,Cold Coffee,1,90,UPI
B29796,17-06-2026,9,Connaught Place,Filter Coffee,1,60,Cash
B18054,10-03-2026,14,Karol Bagh,Iced Tea,1,80,UPI
B19176,19-03-2026,8,Noida Sec 18,Elaichi Chai,1,40,UPI
B16030,21-02-2026,22,Connaught Place,Fresh Lime Soda,1,60,UPI
B30622,24-06-2026,15,Karol Bagh,Kulhad Chai,1,50,UPI
B30627,24-06-2026,10,Karol Bagh,Adrak Chai,2,35,UPI
B22402,16-04-2026,12,Connaught Place,Poha,2,50,UPI
B29582,15-06-2026,9,Karol Bagh,Kulhad Chai,1,50,Cash
B22812,19-04-2026,17,Karol Bagh,Adrak Chai,1,35,UPI
B21572,09-04-2026,13,Connaught Place,Elaichi Chai,2,40,UPI
B17914,09-03-2026,10,Karol Bagh,Poha,2,50,Cash
B18334,12-03-2026,14,Noida Sec 18,Masala Chai,1,30,Cash
B26267,18-05-2026,20,Connaught Place,ADRAK CHAI,2,35,Card
B13704,01-02-2026,19,Connaught Place,Masala Chai,2,30,Cash
B10486,05-01-2026,8,Connaught Place,filter coffee,1,60,Cash
B30168,20-06-2026,13,Karol Bagh,Samosa,1,25,UPI
B23124,22-04-2026,16,Connaught Place,Paneer Sandwich,1,80,Cash
B30890,26-06-2026,10,Noida Sec 18,Adrak Chai,1,35,Cash
B10072,01-01-2026,11,Karol Bagh,Masala Chai,2,30,UPI
B10137,02-01-2026,8,Connaught Place,Masala Chai,2,30,UPI
B20167,28-03-2026,21,Connaught Place,Samosa,1,25,UPI
B28436,05-06-2026,9,Karol Bagh,Masala Chai,1,30,UPI
B27071,24-05-2026,14,Karol Bagh,Cold Coffee,1,90,Cash
B10886,08-01-2026,9,Noida Sec 18,Filter Coffee,1,60,UPI
B18214,12-03-2026,13,Connaught Place,Aloo Patty,1,30,Card
B20742,01-04-2026,8,Noida Sec 18,Fresh Lime Soda,1,60,Card
B11462,13-01-2026,22,Noida Sec 18,Paneer Sandwich,1,80,Cash
B15020,13-02-2026,9,Connaught Place,Elaichi Chai,2,40,UPI
B26149,17-05-2026,18,Connaught Place,Samosa,1,25,UPI
B24402,02-05-2026,18,Karol Bagh,Cold Coffee,2,90,UPI
B30146,20-06-2026,17,Connaught Place,Kulhad Chai,1,50,Cash
B19955,26-03-2026,15,Karol Bagh,Filter Coffee,1,60,UPI
B20675,01-04-2026,8,Connaught Place,Samosa,1,25,UPI
B25357,10-05-2026,18,Karol Bagh,Masala Chai,1,30,UPI
B11778,16-01-2026,10,Karol Bagh,Vada Pav,1,35,UPI
B13357,29-01-2026,9,Karol Bagh,Elaichi Chai,1,40,UPI
B20345,29-03-2026,22,Karol Bagh,Masala Chai,1,30,
B14957,12-02-2026,16,Connaught Place,Filter Coffee,1,60,UPI
B15826,19-02-2026,20,Noida Sec 18,Filter Coffee,2,60,UPI
B15411,16-02-2026,12,Connaught Place,Kulhad Chai,1,50,Cash
B18166,11-03-2026,11,Karol Bagh,Masala Chai,1,30,Cash
B27615,29-05-2026,9,Karol Bagh,Poha,1,50,Cash
B17622,07-03-2026,15,Connaught Place,Samosa,1,25,UPI
B21522,08-04-2026,9,Karol Bagh,Elaichi Chai,1,40,UPI
B21448,07-04-2026,8,Noida Sec 18,Filter Coffee,1,60,UPI
B21573,09-04-2026,9,Connaught Place,Masala Chai,2,30,Card
B23389,24-04-2026,11,Karol Bagh,Adrak Chai,2,35,UPI
B19606,23-03-2026,15,Karol Bagh,Filter Coffee,1,60,UPI
B19270,20-03-2026,8,Noida Sec 18,Paneer Sandwich,1,80,Cash
B13709,01-02-2026,19,Karol Bagh,Bun Maska,1,40,Cash
B22360,15-04-2026,8,Noida Sec 18,Fresh Lime Soda,2,60,UPI
B27395,27-05-2026,12,Karol Bagh,Vada Pav,1,35,UPI
B17612,06-03-2026,8,Noida Sec 18,Kulhad Chai,1,50,Cash
B24269,01-05-2026,8,Karol Bagh,Aloo Patty,1,30,UPI
B10270,03-01-2026,16,Connaught Place,Samosa,1,25,UPI
B12638,23-01-2026,12,Karol Bagh,Maggi,1,60,UPI
B24123,30-04-2026,10,Karol Bagh,Samosa,1,25,UPI
B10513,05-01-2026,15,Karol Bagh, Cold Coffee,1,90,UPI
B24523,03-05-2026,18,Karol Bagh,Green Tea,2,40,UPI
B22811,19-04-2026,19,Karol Bagh,Adrak Chai,1,35,UPI
B20194,28-03-2026,13,Karol Bagh,Cold Coffee,2,90,UPI
B21788,10-04-2026,8,Noida Sec 18,Aloo Patty,1,30,UPI
B13802,02-02-2026,22,Connaught Place,Masala Chai,1,30,UPI
B12775,24-01-2026,22,Karol Bagh,Green Tea,1,40,UPI
B25226,09-05-2026,20,Connaught Place,Samosa,1,25,UPI
B17097,02-03-2026,9,Karol Bagh,Masala Chai,1,30,UPI
B29685,16-06-2026,16,Karol Bagh,Masala Chai,2,30,UPI
B29373,13-06-2026,19,Karol Bagh,Cold Coffee,1,90,Cash
B20179,28-03-2026,19,Connaught Place,Adrak Chai,1,35,UPI
B14224,05-02-2026,13,Noida Sec 18,Adrak Chai,1,35,UPI
B16563,25-02-2026,17,Noida Sec 18,Filter Coffee,1,60,UPI
B13455,30-01-2026,9,Connaught Place,Adrak Chai,2,35,Card
B19894,25-03-2026,8,Noida Sec 18,Iced Tea,1,80,Cash
B28173,03-06-2026,14,Karol Bagh,Green Tea,2,40,Card
B15727,18-02-2026,17,Noida Sec 18,Masala Chai,1,30,Card
B18888,17-03-2026,18,Karol Bagh,Masala Chai,1,30,Cash
B25201,09-05-2026,18,Connaught Place,Iced Tea,2,80,UPI
B27758,30-05-2026,14,Karol Bagh,Fresh Lime Soda,1,60,Card
B16375,24-02-2026,8,Connaught Place,Adrak Chai,2,35,Cash
B27690,30-05-2026,16,Connaught Place,Maggi,1,60,UPI
B15225,14-02-2026,21,Karol Bagh,Masala Chai,1,30,UPI
B20900,03-04-2026,8,Karol Bagh,iced tea,2,80,UPI
B29425,14-06-2026,18,Connaught Place,Adrak Chai,1,35,UPI
B28761,08-06-2026,10,Karol Bagh,Aloo Patty,1,30,Cash
B16486,25-02-2026,19,Connaught Place,Adrak Chai,1,35,UPI
B17807,08-03-2026,22,Karol Bagh,Elaichi Chai,1,40,UPI
B13695,01-02-2026,18,Connaught Place,Masala Chai,1,30,UPI
B12914,25-01-2026,22,Karol Bagh,Cold Coffee,1,90,Cash
B14217,05-02-2026,10,Noida Sec 18,Masala Chai,1,30,UPI
B12030,18-01-2026,15,Karol Bagh,Vada Pav,1,35,UPI
B10111,02-01-2026,19,Connaught Place,Samosa,1,25,UPI
B16656,26-02-2026,17,Karol Bagh,Masala Chai,1,30,UPI
B15928,20-02-2026,20,Karol Bagh,Adrak Chai,1,35,Cash
B10502,05-01-2026,17,Karol Bagh,Kulhad Chai,1,50,UPI
B23844,28-04-2026,20,Connaught Place,Bun Maska,1,40,UPI
B19027,18-03-2026,18,Karol Bagh,Samosa,1,25,UPI
B22607,17-04-2026,15,Noida Sec 18,Iced Tea,2,80,UPI
B19491,22-03-2026,17,Karol Bagh,Kulhad Chai,1,50,UPI
B27599,29-05-2026,14,Connaught Place,Maggi,1,60,UPI
B21555,08-04-2026,17,Noida Sec 18,Green Tea,1,40,Card
B30879,26-06-2026,9,Noida Sec 18,Kulhad Chai,1,50,
B13058,26-01-2026,21,Noida Sec 18,Maggi,2,60,UPI
B14877,11-02-2026,8,Karol Bagh,Kulhad Chai,1,50,Card
B11747,16-01-2026,11,Connaught Place,Cold Coffee,1,90,UPI
B22010,12-04-2026,18,Noida Sec 18,Adrak Chai,1,35,UPI
B26219,17-05-2026,19,Karol Bagh,Green Tea,1,40,UPI
B25057,07-05-2026,17,Noida Sec 18,Masala Chai,2,30,UPI
B18827,16-03-2026,12,Noida Sec 18,Kulhad Chai,1,50,Cash
B11471,13-01-2026,12,Noida Sec 18,Green Tea,1,40,Cash
B25625,12-05-2026,11,Noida Sec 18,Masala Chai,1,30,UPI
B22659,18-04-2026,17,Connaught Place,Vada Pav,1,35,UPI
B12039,18-01-2026,19,Karol Bagh,Filter Coffee,1,60,Card
B24832,06-05-2026,15,Connaught Place,Iced Tea,2,80,UPI
B25163,08-05-2026,12,Karol Bagh,Masala Chai,1,30,UPI
B22772,19-04-2026,17,Connaught Place,Fresh Lime Soda,2,60,
B13671,01-02-2026,21,Connaught Place,Aloo Patty,1,30,Cash
B15592,17-02-2026,9,Noida Sec 18,Masala Chai,1,30,Cash
B18120,11-03-2026,13,Connaught Place,Samosa,1,25,UPI
B22794,19-04-2026,20,Karol Bagh,Samosa,2,25,UPI
